Aspect of Care	Recommendation	Sources	AUA2020	DGU2020	EAU-ASCO2025	ESMO2024	NCCN2025
**Systemic Therapy**	**For first-line treatment of metastatic disease, platinum-based combination chemotherapy is the preferred approach.** Recommended regimens include TIP, TPF, or cisplatin + 5-FU.	DGU2020; EAU-ASCO2025; ESMO2024; NCCN2025	"NA (Not Addressed)

The guideline exclusively focuses on the ""Treatment of Early Stage Squamous Cell Carcinoma of the Penis,"" as stated in its title and learning objective. It details local and organ-preserving therapies such as topical treatments, laser therapy, and various surgical excisions for non-invasive (Tis) and early-stage (Ta, T1) disease. The treatment recommendation, however, pertains to first-line systemic chemotherapy for metastatic disease, an advanced stage of cancer that is outside the scope of the provided guideline."	"**Stance:** R (Recommended)

**Justification:** The guideline aligns with the recommendation by stating that chemotherapy for metastatic disease should be cisplatin-based (Recommendation 7.52) and given as a combination therapy (Recommendation 7.53). It specifically recommends a regimen of cisplatin, ifosfamide, and paclitaxel (TIP) (Recommendation 7.54) and alternatively, the combination of cisplatin and 5-fluorouracil (Recommendation 7.55). These are two of the three specific regimens mentioned in the treatment recommendation, indicating strong support for this approach."	"**R (Recommended)**

The guideline aligns with the recommendation to use platinum-based combination chemotherapy as the preferred first-line treatment for metastatic disease. Section 6.5.2 states, ""These data support the recommendation of platinum-based chemotherapy as the preferred approach to first-line palliative systemic therapy,"" and specifically mentions triplet regimens like TPF and TIP, as well as doublets like PF (cisplatin + 5-FU). This is formalized in the recommendations table in Section 6.5.4, which advises to ""Offer patients with distant metastatic disease, platinum-based chemotherapy as the preferred approach to first-line palliative systemic therapy."""	"R (Recommended)
The guideline supports the use of platinum-based combination chemotherapy as the first-line treatment for metastatic penile cancer. Under the section ""Palliative ChT for metastatic disease,"" it states that ""First-line cisplatin-based combination ChT... is recommended for the treatment of metastatic disease."" The guideline further identifies cisplatin plus 5-FU, TIP, and TPF as ""reasonable choices for first-line systemic therapy,"" directly aligning with the regimens specified in the recommendation."	"R (Recommended)
The guideline aligns with the treatment recommendation by identifying platinum-based combination chemotherapy as the standard first-line approach for metastatic penile cancer. The ""Principles of Systemic Therapy"" section explicitly lists TIP (paclitaxel, ifosfamide, and cisplatin) as the ""Preferred Regimen"" for first-line systemic therapy for metastatic/recurrent disease (PN-D 2 of 5). Additionally, it includes 5-FU + cisplatin as an ""Other Recommended Regimen,"" directly supporting the core components of the proposed treatment."
**Systemic Therapy**	**Bleomycin-containing chemotherapy regimens should not be used** due to the risk of pulmonary toxicity.	DGU2020; EAU-ASCO2025; NCCN2025	"NA (Not Addressed)

The guideline mentions a retrospective study where some patients received a chemotherapy regimen including bleomycin, vincristine, and methotrexate prior to CO2 laser excision. However, the text does not offer any recommendation for or against the use of bleomycin. Furthermore, it does not address the specific risk of pulmonary toxicity associated with bleomycin-containing regimens."	"**R (Recommended)**

**Justification:**
The guideline directly aligns with the treatment recommendation. Recommendation 7.56 (page 78) explicitly states, ""Bleomycin-containing combination therapies should no longer be used because of toxicity"" (""Bleomycin-haltige Kombinationstherapien sollten wegen der Toxizität nicht mehr verwendet werden""). Furthermore, the background text on page 79 reinforces this by declaring that the use of bleomycin-containing regimens is ""obsolete due to pulmonary toxicity"" (""Die Anwendung von Bleomycin-haltigen Schemata ist aufgrund der pulmonalen Toxizität obsolet"")."	"**R (Recommended)**

**Justification:** The guideline explicitly supports the recommendation. In Section 6.5.2, it mentions that for bleomycin-containing regimens, ""Toxicity was a concern..., especially pulmonary toxicity from bleomycin"" (page 35). This is formalized in the recommendations table in Section 6.5.4, which gives a ""Strong"" recommendation to ""Do not offer bleomycin because of the pulmonary toxicity risk"" (page 37)."	"R (Recommended)
The guideline supports the recommendation, stating that older chemotherapy regimens for metastatic disease, such as methotrexate-bleomycin-cisplatin, ""have been largely superseded due to concerns over toxicity."" This aligns directly with the recommendation to avoid bleomycin-containing regimens due to their high toxicity profile. The guideline reinforces that these older treatments are no longer standard of care."	"**Stance:** R (Recommended)

**Justification:** The guideline explicitly supports the recommendation to avoid bleomycin. On page PN-D (2 of 5), under ""First-Line Systemic Therapy for Metastatic/Recurrent Disease,"" it states, ""Not recommended: Bleomycin-containing regimens are associated with unacceptable toxicity."" The discussion section on page MS-17 further clarifies this by stating, ""The Panel does not recommend regimens containing bleomycin because of high pulmonary-related toxicity,"" directly aligning with the recommendation's reasoning."
**Systemic Therapy**	For patients with progressive disease, enrollment in a clinical trial is the preferred option for subsequent-line therapy.	EAU-ASCO2025; ESMO2024; NCCN2025	"NA (Not Addressed)

The guideline focuses exclusively on the ""Treatment of Early Stage Squamous Cell Carcinoma of the Penis,"" as stated in its title and learning objective. It details various local management options such as topical therapies, laser therapy, and organ-preserving surgery for non-invasive or early invasive disease (Tis, Ta, T1). The treatment recommendation, however, pertains to patients with ""progressive disease"" requiring ""subsequent-line therapy,"" which implies a more advanced stage of cancer that is beyond the scope of this guideline. Therefore, the guideline does not address or provide recommendations for this patient population or the role of clinical trials in their management."	"**Stance:** DR (Different Recommendation)

**Justification:** The guideline states that there is no standard therapy for second-line treatment of progressive/metastatic penile cancer (Statement 7.57). Instead of preferring clinical trial enrollment, it suggests that paclitaxel monotherapy can be used as a second-line option (Recommendation 7.58). While the guideline generally mentions that patients should be informed about the possibility of participating in clinical trials, it does not prioritize this over other treatments for subsequent-line therapy."	"R (Recommended)
The guideline strongly supports the recommendation. It explicitly states, ""Offer patients with progressive disease under platinum chemotherapy the opportunity to enroll in clinical trials, including experimental therapies within phase I or basket trials,"" and assigns this a ""Strong"" strength rating. The text further justifies this by highlighting that ""Effective second-line palliative chemotherapy regimens are lacking,"" making enrollment in clinical trials the preferred and recommended path for subsequent-line therapy."	"R (Recommended)
The guideline aligns with the recommendation to consider clinical trials for progressive disease. In its recommendations for metastatic penile cancer, the guideline states that ""Clinical trial enrolment is strongly recommended."" More specifically, for patients with ""no response or disease progression,"" it advises that ""second-line systemic ChT or RT for local control and/or best supportive care or a clinical trial may be considered,"" directly supporting the use of clinical trials as an option for subsequent-line therapy."	"R (Recommended)
The guideline aligns with the recommendation by explicitly stating that a clinical trial is the preferred regimen for subsequent-line systemic therapy in patients with metastatic or recurrent disease. The ""Principles of Systemic Therapy"" table (PN-D, 3 of 5) lists ""Clinical trial"" as the ""Preferred Regimen"" in this setting. This is further supported by the algorithm for managing metastatic disease (PN-10), which recommends considering a clinical trial for patients with disease progression."
**Systemic Therapy**	Subsequent-line therapy options may include paclitaxel monotherapy or, for biomarker-selected tumors (MSI-H, dMMR, TMB-H), immunotherapy such as pembrolizumab.	DGU2020; ESMO2024; NCCN2025	"NA (Not Addressed)

The guideline focuses exclusively on the ""Treatment of Early Stage Squamous Cell Carcinoma of the Penis,"" as stated in its title and learning objective. It details local and organ-preserving therapies such as topical agents (5-FU, imiquimod), laser therapy, and various surgical approaches. The treatment recommendation, however, pertains to systemic, subsequent-line therapies like paclitaxel and immunotherapy (pembrolizumab) for biomarker-selected tumors, which are typically used for advanced or metastatic disease. The guideline's scope does not extend to these advanced-stage treatments, and therefore it does not mention or discuss the specific agents or clinical scenarios in the recommendation."	"**Stance:** R (Recommended)

**Justification:** The guideline aligns with the proposed subsequent-line therapy options. Guideline recommendation 7.58 (p. 78) explicitly states that paclitaxel can be used as monotherapy in the second line. Furthermore, the background text (p. 79) discusses immunotherapy with checkpoint inhibitors, suggesting that determining microsatellite status can be useful for considering immunotherapy, which corresponds to the biomarker-selected approach in the recommendation. Although the guideline notes there is no standard second-line therapy and evidence is limited, it presents both paclitaxel and biomarker-guided immunotherapy as valid considerations."	"R (Recommended)
The guideline supports the recommendation for subsequent-line therapy. It explicitly mentions a retrospective study of paclitaxel single-agent chemotherapy as a second-line treatment, noting a 20% response rate (page 36). Regarding immunotherapy, the guideline identifies it as an emerging potential treatment for advanced penile cancer and strongly recommends enrolling patients with progressive disease into clinical trials, including experimental therapies in basket trials, which aligns with the recommendation's suggestion for biomarker-selected use (pages 36-37)."	"R (Recommended)
The guideline supports this recommendation for subsequent-line therapy. It notes that ""Single-agent paclitaxel has been used in the second-line setting as it is well tolerated"" (p. 10). For biomarker-selected patients, the guideline states that pembrolizumab has FDA approval for MSI-H, dMMR, and high TMB tumors and explicitly recommends that ""In selected patients whose tumours have a high TMB, MSI-H or dMMR, the use of anti-PD-L1 immunotherapy can be considered"" (p. 11)."	"R (Recommended)
The guideline aligns with the treatment recommendation. In the section ""Subsequent-Line Systemic Therapy for Metastatic/Recurrent Disease,"" pembrolizumab is listed as a preferred regimen for patients with unresectable or metastatic tumors that are MSI-H, dMMR, or TMB-H (PN-D 3 of 5). The guideline also lists paclitaxel as a treatment option that is ""Useful in Certain Circumstances"" in this same setting."
**Palliative & Supportive Care**	Patients with metastatic disease or requiring multimodal therapy should be discussed in an interdisciplinary tumor board.	DGU2020	"NA (Not Addressed)
The guideline focuses exclusively on the ""Treatment of Early Stage Squamous Cell Carcinoma of the Penis,"" as stated in its title and learning objective. The recommendation addresses the management of patients with metastatic disease, which is an advanced stage of cancer. Because the guideline's scope is limited to early-stage disease, it does not discuss or mention the management of metastatic patients or the use of an interdisciplinary tumor board."	"R (Recommended)
The guideline strongly recommends the proposed treatment. Recommendation 7.43 explicitly states that ""Patients with metastatic penile carcinoma and/or the necessity of multimodal therapy should be discussed in an interdisciplinary tumor board."" The background information further clarifies that curative therapy for metastatic disease can only be achieved in a multimodal setting, and thus, therapeutic decisions should be made by an interdisciplinary tumor board. This principle is also established as a quality indicator (QI 7) for patient care."	"**R (Recommended)**

**Justification:**
The guideline strongly advocates for a multidisciplinary approach to penile cancer care, which aligns with the recommendation. Section 1.2 notes that the guideline panel itself is a ""multi-disciplinary group,"" and the preface (Section 1.5) emphasizes a ""holistic and multi-disciplinary approach"" early in the patient pathway. More directly, Section 7.4 highlights that a key advantage of centralizing care is providing an environment where ""multi-disciplinary discussion of cases can occur."" Finally, a strong recommendation in Section 7.5 is to ""Deliver penile cancer care as part of an extended multi-disciplinary team,"" which directly supports discussing complex cases, such as those with metastatic disease or needing multimodal therapy, in a tumor board setting."	"**Stance:** R (Recommended)

**Justification:** The guideline aligns with the recommendation for a multidisciplinary approach in complex cases. Specifically, for patients with pT1 disease considering brachytherapy, it states they should be referred to specialist centers for ""multidisciplinary consideration."" This principle is also implicitly supported for advanced and metastatic disease, where the guideline discusses complex multimodal treatments involving surgery, chemotherapy, and/or radiation therapy, necessitating collaborative decision-making."	"NA (Not Addressed)

The NCCN guideline provides detailed treatment algorithms and principles for managing metastatic penile cancer and using multimodal therapies, including chemotherapy, surgery, and radiation therapy. However, the document does not contain an explicit recommendation for or mention of discussing these complex cases in an interdisciplinary tumor board or multidisciplinary team meeting. While the nature of the therapies implies collaboration between different specialties, the specific procedural step of a formal tumor board discussion is not addressed."
**Palliative & Supportive Care**	Palliative radiotherapy can be offered for symptom control in advanced disease (e.g., 30 Gy in 10 fractions).	EAU-ASCO2025; NCCN2025	"NA (Not Addressed)

The AUA guideline explicitly focuses on the ""Treatment of Early Stage Squamous Cell Carcinoma of the Penis,"" as stated in its title and learning objectives. Its content details management for non-invasive and early-stage disease (e.g., Tis, Ta, T1). The treatment recommendation, in contrast, concerns palliative radiotherapy for symptom control in advanced disease, a topic that falls outside the scope of this specific early-stage guideline."	"R (Recommended)
The guideline supports the use of palliative radiotherapy for symptom control in patients with advanced penile cancer. Section 7.3.2 (""Palliative Strahlentherapie"") explicitly states that palliative radiotherapy is used to improve symptoms and prevent complications in the palliative setting. The guideline suggests a hypofractionated approach with single doses of 3 to 5 Gy, providing an example of 12 x 3 Gy (36 Gy total), which is consistent with the recommendation's example of 30 Gy in 10 fractions (3 Gy per fraction)."	"*   **Stance:** R (Recommended)
*   **Justification:** The guideline strongly supports the use of palliative radiotherapy for symptom control in advanced penile cancer. Section 6.5.3, ""Role of radiotherapy in palliation,"" states that it is ""frequently necessary"" and that ""standard palliative regimens should be readily employed."" Furthermore, the recommendations table in section 6.5.4 gives a ""Strong"" rating to the statement, ""Offer radiotherapy for symptom control (palliation) in advanced disease,"" which directly aligns with the treatment recommendation."	"R (Recommended)
The guideline supports the use of palliative radiotherapy for advanced penile cancer. In the ""Recommendations"" section for metastatic disease, it states, ""Palliative RT or RT with concurrent ChT for sites requiring local control should be considered [V, C]."" This aligns directly with the treatment recommendation to offer palliative radiotherapy for symptom control in advanced disease."	"**Stance:** R (Recommended)

**Justification:** The NCCN guideline directly supports the treatment recommendation. On the ""Principles of Radiotherapy"" page (PN-C), under the specific heading ""Palliative RT,"" the guideline states, ""Consider a palliative dose of 30 Gy in 10 fractions."" This aligns perfectly with the dose and fractionation schedule proposed in the recommendation for symptom control in advanced disease."
**Palliative & Supportive Care**	For chronic lymphedema resulting from treatment, a complex decongestive therapy (lymphatic drainage, compression therapy, and skin care) should be performed.	DGU2020	"NA (Not Addressed)

The guideline provides a comprehensive overview of primary treatment modalities for early-stage penile cancer, including topical therapies, laser therapy, surgery, and radiation. It discusses the epidemiology, diagnosis, and direct outcomes of these treatments. However, the document does not address the management of long-term or secondary complications resulting from these treatments, such as chronic lymphedema. Therefore, the specific recommendation for using complex decongestive therapy for lymphedema is not mentioned."	"**R (Recommended)**

**Justification:**
The guideline directly and explicitly supports the treatment recommendation. In section 8.3.3, ""Symptom-oriented treatment of malignant lymphedema,"" recommendation 8.7 states that for chronic lymphedema in penile cancer patients, a ""komplexe Entstauungsbehandlung"" (complex decongestive therapy) should be performed. The guideline specifies this therapy includes the exact components mentioned in the recommendation: lymphatic drainage, compression therapy, and skin care."	"**Stance:** R (Recommended)

**Justification:** The guideline aligns with the recommendation for treating chronic lymphedema with complex decongestive therapy. Section 7.3.5, ""Lymphoedema,"" explicitly states that the ""mainstay of treatment"" includes advising patients on ""good skin care, compression, exercise, massage, and elevation"" (page 41). The following page further elaborates on ""Manual lymphatic drainage in the form of specialised massage techniques"" (page 42), directly supporting the key components of the proposed recommendation."	"R (Recommended)
The guideline acknowledges that lower limb lymphedema is a common complication associated with inguinal and pelvic lymphadenectomy. In the ""Follow-up, Long-Term Implications and Survivorship"" section, it recommends that ""dedicated lymphoedema teams can help reduce the risk of recurrent cellulitis, help with mobility and reduce the extent of lower limb and genital swelling."" This aligns with the recommendation to perform complex decongestive therapy, as this is the standard care provided by such dedicated teams."	"NA (Not Addressed)
The NCCN guideline for Penile Cancer provides comprehensive recommendations on the diagnosis, staging, and oncologic treatment of the disease, including surgery, radiotherapy, and systemic therapy. However, the document does not address the management of chronic post-treatment complications. There is no mention of lymphedema as a potential side effect or any discussion of therapies for it, such as complex decongestive therapy, lymphatic drainage, or compression."
**Follow-up & Survivorship**	**Close, regular, and risk-stratified follow-up is crucial after treatment,** especially for the first 2-5 years, to detect recurrences and functional disorders.	AUA2020; DGU2020; EAU-ASCO2025; ESMO2024	"R (Recommended)
The guideline strongly supports the recommendation for close and regular follow-up after treatment for early-stage penile cancer. It repeatedly emphasizes that ""close postoperative follow-up is crucial"" and explicitly states that ""Close follow-up for at least 5 years is required to detect and re-treat any potential recurrences."" This aligns with the recommendation's proposed 2-5 year timeframe. The guideline also supports a risk-stratified approach, noting that ""More frequent follow-up is recommended for...higher risk cases"" and providing specific follow-up schedules based on the treatment modality used."	"R (Recommended)
The guideline strongly supports the recommendation for regular, risk-stratified follow-up. Guideline recommendation 8.1 states that penile cancer patients ""should receive regular risk-stratified follow-up to detect both tumor recurrences and functional disorders."" The background information further clarifies that recurrences occur up to five years after primary therapy, and therefore recommends intensive follow-up for the first two years, with reduced frequency from the third to the fifth year, directly matching the proposed timeframe."	"**R (Recommended)**

The guideline strongly supports the recommendation for close, regular, and risk-stratified follow-up. Section 7.2.1 states that an ""intensive follow-up regimen during the first two years, with a less intensive follow-up later for a total of at least five years"" is supported by evidence that most recurrences happen within this period. Furthermore, Table 7.1 provides a detailed, risk-stratified follow-up schedule based on the type of primary tumor treatment and nodal status, recommending a minimum duration of five years. The guideline also emphasizes that follow-up is crucial for detecting recurrence and managing quality of life and functional issues."	"**R (Recommended)**

**Justification:**
The guideline strongly supports the recommendation for close and regular follow-up. In the section ""FOLLOW-UP, LONG-TERM IMPLICATIONS AND SURVIVORSHIP,"" the guideline states that the majority of recurrences are detected within the first 2 years and explicitly recommends ""Close follow-up every 3-4 months for the first 2 years following primary surgery is required to detect local recurrence."" Furthermore, it mentions that regular follow-up allows for addressing ""urinary and sexual dysfunction,"" aligning with the recommendation to monitor for functional disorders. The guideline also discusses varying risks of recurrence based on factors like nodal staging, which supports the principle of risk-stratified follow-up."	"**R (Recommended)**

**Justification:**
The NCCN guideline strongly supports the recommendation for close, regular, and risk-stratified follow-up. Page PN-8 provides a detailed ""SURVEILLANCE SCHEDULE"" that outlines specific follow-up protocols based on the initial treatment and pathologic lymph node status (pN0-N3). The recommended frequency of clinical examinations and imaging is highest in the first 2-4 years (e.g., every 3 or 6 months) and then decreases, directly aligning with the recommendation's emphasis on the first 2-5 years for detecting recurrence. The discussion on page MS-16 further reinforces this by citing evidence that most recurrences are detected within this timeframe."
**Follow-up & Survivorship**	A general follow-up schedule is every 3-4 months for the first 2 years, then less frequently. Follow-up should extend for at least 5 years.	AUA2020; EAU-ASCO2025; ESMO2024	"R (Recommended)
The guideline supports the recommended follow-up schedule. The appendix provides specific follow-up protocols for different laser modalities, including ""every 3 months for the first 2 years"" for Nd:YAG laser, which aligns with the recommended frequency. Furthermore, the section on surgery explicitly states that ""Close follow-up for at least 5 years is required,"" which supports the total duration of follow-up mentioned in the recommendation."	"R (Recommended)
The guideline recommends a risk-stratified follow-up schedule that is consistent with the treatment recommendation. Specifically, in the section ""Nachbeobachtung und Nachsorgeschemata"" (page 81-82), it states that an intensive follow-up is recommended for the first two years, with frequency reduced from the third to the fifth year. The provided tables detail this as follow-ups every 3 months for years 1-2, then every 6-12 months for years 3-5, which aligns with the recommendation's proposed schedule."	"R (Recommended)
The guideline aligns with the recommendation for follow-up scheduling after penile cancer treatment. Section 7.2.1 states that follow-up for nodal metastases should be performed at ""three-monthly intervals for the first two years,"" followed by a reduced frequency ""for a total of five years of follow-up."" Table 7.1 on page 38 further details this, recommending 3-monthly intervals for years 1-2 and less frequent intervals (6-monthly or annually) for years 3-5, with a minimum duration of 5 years."	"R (Recommended)
The guideline aligns directly with the treatment recommendation. Under the ""FOLLOW-UP, LONG-TERM IMPLICATIONS AND SURVIVORSHIP"" section, the guideline explicitly states, ""Close follow-up every 3-4 months for the first 2 years following primary surgery is required to detect local recurrence [IV, A]."" This matches the frequency and initial duration proposed in the recommendation. The guideline's supporting text further notes that most recurrences occur within 5 years, with the majority detected in the first 2 years, justifying the intensified surveillance period."	"R (Recommended)
The guideline supports the recommendation by providing several specific surveillance schedules that align with its general principles. On page PN-8, the guideline details follow-up frequencies that vary based on initial treatment, with some schedules recommending clinical examination every 3 months for the first 1-2 years (e.g., after topical therapy or for pN2/N3 disease). All provided schedules then decrease in frequency over time, consistent with the recommendation. Furthermore, the guideline's surveillance periods extend from 4 to 10 years, which encompasses the recommendation for at least 5 years of follow-up."
**Follow-up & Survivorship**	Specific follow-up schedules after laser therapy are: <br> • **CO2 Laser:** After 2 months, then every 3 months for 3 years, then biannually. <br> • **Nd:YAG Laser:** Every 3 months for 2 years, then biannually.	AUA2020	"**R (Recommended)**

**Justification:**
The guideline's appendix, ""Different laser modalities used for treatment of early stage penile cancer,"" explicitly outlines the same follow-up schedules mentioned in the recommendation. For the Carbon dioxide laser, it states, ""Post-procedural follow-up after 2 months, then every 3 months for the first 3 years, and biannually thereafter."" For the Nd:YAG laser, it recommends a ""follow-up every 3 months for the first 2 years, biannually thereafter,"" which directly corresponds with the recommendation."	"**Stance:** R (Recommended)

**Justification:** The guideline provides a general follow-up schedule for all organ-preserving therapies on page 82. This schedule recommends clinical examinations every three months for the first two years and then every six months for years three through five. The proposed follow-up schedules for both CO2 and Nd:YAG laser therapies are consistent with this general principle, recommending more frequent checks in the initial years before transitioning to biannual follow-ups. Since laser therapy is an organ-preserving treatment, the guideline's schedule supports the specific recommendation."	"**Stance: R (Recommended)**

**Justification:**
The guideline provides a follow-up regimen for all penile-preserving treatments, which includes laser therapy. Table 7.1 recommends surveillance every 3 months for the first two years, then every 6 months for years 3–5. This aligns well with the recommendation's specific schedules for both CO2 and Nd:YAG lasers, which also call for initial 3-monthly follow-ups followed by less frequent biannual checks. While the guideline does not differentiate between laser types, its general schedule for organ-sparing treatments is consistent with the principles and timing of the proposed recommendation."	"DR (Different Recommendation)

The guideline recommends CO2 laser ablation as a treatment for PeIN and highlights the importance of close clinical follow-up due to a high local recurrence rate. However, the guideline provides a general follow-up schedule for all primary surgery patients: ""every 3-4 months for the first 2 years."" This differs from the recommendation's more intensive and specific schedules, which vary based on the laser type (e.g., for CO2 laser: every 3 months for 3 years). Additionally, the guideline does not mention the Nd:YAG laser."	"DR (Different Recommendation)

The NCCN guideline recommends a single surveillance schedule for all patients who have received ""Topical or local therapy,"" which includes laser therapy. According to the ""Surveillance Schedule"" on page PN-8, this involves a clinical examination every 3 months for the first 2 years, then every 6 months for years 3–5, and then annually for years 5–10. This approach differs from the treatment recommendation, which provides more frequent and laser-specific schedules (e.g., every 3 months for 3 years for CO2 laser) and does not mention a transition to annual follow-ups."
**Follow-up & Survivorship**	Specific follow-up schedules based on treatment: <br>• **Organ Preservation:** Every 3 mo (Yrs 1-2), every 6 mo (Yrs 3-5). <br>• **Total Penectomy:** Every 3 mo (Yrs 1-2), annually (Yrs 3-5).	DGU2020	"R (Recommended)
The guideline recommends a follow-up schedule for organ-preserving laser therapy that aligns with the treatment recommendation. The appendix details post-procedural follow-up for Nd:YAG laser therapy as ""every 3 months for the first 2 years, biannually thereafter,"" which is identical to the proposed schedule for organ preservation. While the guideline does not specify a schedule for total penectomy, its recommendation for organ preservation is a direct match."	"R (Recommended)
The guideline recommends the exact same follow-up schedule as the treatment recommendation. On page 82, the table ""Empfohlenes Nachsorgeschema für den Primärtumor"" specifies the follow-up intervals based on the initial therapy. For organ preservation (""Organerhaltung""), it lists every 3 months for years 1-2 and every 6 months for years 3-5. For total penectomy (""Totale Penektomie""), it recommends every 3 months for years 1-2 and annually for years 3-5, which is a direct match to the proposed recommendation."	"**R (Recommended)**

**Justification:**
The guideline's recommendations for follow-up schedules align perfectly with the proposed treatment recommendation. Table 7.1 on page 38, under ""Recommendations for follow-up of the primary tumour,"" outlines the exact same intervals. For ""Penile-preserving treatment"" (organ preservation), it specifies a 3-monthly interval for years 1-2 and a 6-monthly interval for years 3-5. For ""Amputation"" (total penectomy), it recommends a 3-monthly interval for years 1-2 and an annual interval for years 3-5, matching the recommendation precisely."	"R (Recommended)
The guideline supports the recommendation for frequent follow-up in the initial years post-treatment. It explicitly states that since most recurrences are detected within the first 2 years, ""close clinical follow-up is required for the first 2 years after surgery."" The guideline's specific recommendation is for ""Close follow-up every 3-4 months for the first 2 years,"" which aligns with the recommendation's schedule of every 3 months for that period. While the guideline does not specify a follow-up schedule for years 3-5, its core advice for the most critical period is consistent with the proposed recommendation."	"DR (Different Recommendation)

The NCCN guideline suggests a different surveillance frequency for patients after partial or radical penectomy compared to the recommendation. The guideline (page PN-8) recommends clinical examinations every 6 months for the first two years after a partial or radical penectomy, followed by every 12 months for years 3-10. In contrast, the treatment recommendation suggests a more frequent schedule of every 3 months for the first two years. While both sources agree on the follow-up schedule for organ-preserving local therapies, this specific difference in post-penectomy surveillance makes the overall recommendation distinct from the guideline."
**Follow-up & Survivorship**	**Patients should be taught self-examination** for early detection of recurrence and given easy access back to the clinic if concerns arise.	DGU2020; EAU-ASCO2025	"NA (Not Addressed)

The treatment recommendation advises teaching patients self-examination for the early detection of recurrence. The AUA guideline repeatedly emphasizes the critical importance of close, clinician-led follow-up to detect potential recurrences, recommending specific schedules for monitoring after various treatments. However, the guideline does not mention or discuss the specific practice of teaching patients to perform self-examinations as part of their post-treatment care."	"**Stance:** R (Recommended)

**Justification:** The guideline explicitly supports the recommendation. Recommendation 8.2 on page 81 states that as part of patient education, self-examination for the early detection of recurrences should be taught to patients (""soll die Selbstuntersuchung zur frühen Detektion von Rezidiven ... den Patienten beigebracht werden""). Furthermore, the background information on page 82 advises that patients with self-observed changes should present themselves immediately and not wait for the next routine appointment, aligning with the principle of providing easy access back to the clinic."	"**R (Recommended)**

**Justification:**
The guideline strongly supports this recommendation. Section 7.2.2 states that ""Patient education is an essential part of follow-up,"" and that local recurrence can be detected by the patient himself. Furthermore, the recommendations table in Section 7.5 explicitly advises to ""recommend self-examination with easy access back to the clinic as local recurrence can occur late,"" which directly aligns with the proposed treatment recommendation."	"NA
The guideline's section on ""FOLLOW-UP, LONG-TERM IMPLICATIONS AND SURVIVORSHIP"" outlines the strategy for detecting recurrence. It recommends ""close clinical follow-up every 3-4 months for the first 2 years,"" which should include clinical examination and imaging. However, the guideline does not mention teaching patients self-examination as part of the follow-up protocol."	"NA (Not Addressed)

The NCCN guideline provides a detailed ""Surveillance Schedule"" (PN-8) that outlines the frequency of follow-up care after treatment. This schedule is based on clinician-led activities, specifically ""Clinical examination,"" which includes examination of the penis and inguinal region by a professional. While the guideline emphasizes regular follow-up to detect recurrence, it does not mention or recommend teaching patients to perform self-examination as part of this process."
**Follow-up & Survivorship**	Penile cancer care should be delivered by an extended multi-disciplinary team including specialists in urology, oncology, nursing, pathology, radiology, psychology, and lymphedema therapy.	EAU-ASCO2025	"NA (Not Addressed)

The guideline, which is an AUA Update Series lesson, focuses on the specific treatment modalities for early-stage penile cancer, including topical therapies, laser therapy, and surgical techniques. The recommendation advocates for a multi-disciplinary team approach to manage patient care. The provided guideline document does not address the structure of the care team or mention the concept of multi-disciplinary care."	"**Classification:** R (Recommended)

**Justification:** The guideline strongly supports a multi-disciplinary approach to penile cancer care. Recommendation 7.43 explicitly states that patients with metastatic disease or needing multimodal therapy should be discussed in an interdisciplinary tumor board. Furthermore, the guideline was developed by a large multi-disciplinary group of specialists, including those from urology, radio-oncology, medical oncology, pathology, and psycho-oncology, reflecting the specialists mentioned in the treatment recommendation. The guideline's stated goals also include improving interdisciplinary collaboration among care providers."	"R (Recommended)

The guideline strongly recommends the treatment approach. Section 7.5 on page 43 explicitly states, ""Deliver penile cancer care as part of an extended multi-disciplinary team,"" which directly aligns with the recommendation. The guideline then lists a comprehensive team of specialists, including urologists, specialist nurses, pathologists, radiologists, oncologists, lymphoedema therapists, and psychologists, covering all roles mentioned in the recommendation. This multidisciplinary approach is also emphasized in the preface (page 5) and as a key advantage of centralizing care (page 42)."	"R (Recommended)
The guideline supports the recommendation for a multi-disciplinary team approach to penile cancer care. The guideline itself is authored by a multi-disciplinary group of specialists in urology, oncology, pathology, and radiology. It explicitly advises ""multidisciplinary consideration"" for treatment decisions such as brachytherapy and highlights the role of psychological support and dedicated lymphedema teams during follow-up, aligning with the specific specialists mentioned in the recommendation."	"**R (Recommended)**

**Justification:**
The NCCN guideline strongly supports a multidisciplinary approach, which is fundamentally demonstrated by the composition of the guideline panel itself. The ""NCCN Penile Cancer Panel Members"" list (page 2) includes a diverse group of specialists, including those from urology, medical oncology, radiation oncology, and pathology, directly aligning with the core of the recommendation. The guideline's integrated treatment algorithms, which outline various modalities like surgery (PN-B), radiotherapy (PN-C), and systemic therapy (PN-D), necessitate the collaboration of these exact specialists for comprehensive patient care."
